400	49.17233368	45.85856567
401	49.20709457	45.88441238
402	49.28885574	45.90413589
403	49.35797119	46.02032852
404	49.61090851	46.35983658
405	49.86494827	46.54393768
406	50.02655792	46.85484695
407	50.21715927	47.18725586
408	50.41692734	47.5173645
409	50.61133575	47.83165359
410	50.76638794	48.05091858
411	50.92458344	48.22957993
412	51.07181168	48.38881302
413	51.2083168	48.49177551
414	51.36200333	48.77748871
415	51.48205185	48.98647308
416	51.61580658	49.21238708
417	51.76301193	49.42811966
418	51.87205887	49.59024811
419	51.98351288	49.63892365
420	52.06989288	49.7196846
421	52.2048378	49.82831192
422	52.3182869	50.01557541
423	52.40818405	50.11609268
424	52.49829483	50.33699799
425	52.58911896	50.46743774
426	52.67200089	50.56523895
427	52.76681137	50.57014084
428	52.84370804	50.61008072
429	52.91024017	50.60579681
430	52.99128342	50.6967659
431	53.04347229	50.83650589
432	53.14512253	50.9500351
433	53.20051575	51.08761978
434	53.26150894	51.11097717
435	53.31753159	51.11490631
436	53.3687706	51.09893036
437	53.42133713	51.03116608
438	53.47618484	51.02571487
439	53.50931931	51.04174042
440	53.57300568	51.17837906
441	53.61742401	51.26804733
442	53.65265656	51.34156418
443	53.70779037	51.38406754
444	53.75446701	51.32106018
445	53.77798843	51.24727631
446	53.81237793	51.20529175
447	53.8503952	51.15157318
448	53.88562012	51.16414642
449	53.92851257	51.207901
450	53.96652985	51.28694153
451	53.99254227	51.34275818
452	54.01905441	51.36832809
453	54.0623436	51.31537247
454	54.08644104	51.25587845
455	54.1343689	51.18591309
456	54.14369965	51.0942955
457	54.17272568	51.07069778
458	54.21227264	51.10627365
459	54.25798416	51.14793396
460	54.28568649	51.23630905
461	54.32382202	51.27783585
462	54.35568619	51.28040314
463	54.39342499	51.23921204
464	54.411026	51.15537643
465	54.45143509	51.06624985
466	54.48147202	51.00811386
467	54.51285172	50.99131012
468	54.5689888	51.02919388
469	54.61154556	51.08797455
470	54.6575737	51.17260361
471	54.67711639	51.18645477
472	54.73923111	51.21158981
473	54.76957703	51.19533157
474	54.80545425	51.13089752
475	54.83768845	51.05064011
476	54.89221954	50.99245834
477	54.93102646	50.9616127
478	54.9797554	50.98807144
479	55.02855682	51.03600693
480	55.08486557	51.11929703
481	55.12709045	51.17154312
482	55.17662811	51.21666718
483	55.20779419	51.20580292
484	55.25626755	51.18194962
485	55.29476547	51.1428833
486	55.34386063	51.07709885
487	55.39169312	51.06660843
488	55.43927002	51.04853439
489	55.48295975	51.08755875
490	55.53808212	51.12373352
491	55.58878708	51.18462372
492	55.6302681	51.23594666
493	55.66126633	51.28609467
494	55.70629501	51.3083725
495	55.73366928	51.2980957
496	55.77138901	51.24087524
497	55.8118515	51.2179451
498	55.84574509	51.18928528
499	55.88172913	51.16951752
500	55.93575287	51.1937561
501	55.9675293	51.22068024
502	56.00353622	51.25101471
503	56.04333496	51.30484009
504	56.06678391	51.34567261
505	56.08333588	51.33798218
506	56.11097717	51.36895752
507	56.14574051	51.36119843
508	56.16145706	51.33980179
509	56.18795776	51.30166626
510	56.20588684	51.27541351
511	56.23154831	51.26676178
512	56.25363159	51.26804352
513	56.27453995	51.28105545
514	56.30804825	51.33755493
515	56.31070328	51.35060501
516	56.3232193	51.36424255
517	56.32663345	51.37533188
518	56.33803177	51.37081146
519	56.32954407	51.37192535
520	56.34321594	51.32668304
521	56.3524971	51.31376648
522	56.36448288	51.29708862
523	56.35915375	51.28932571
524	56.36875153	51.28027344
525	56.38358688	51.27383423
526	56.38330078	51.29190826
527	56.38340378	51.2923317
528	56.3782959	51.284935
529	56.36412048	51.29117966
